Food Database Name, Transcript Food Name, edit distance, word relative length, food word relative edit distance
snapper,paper,2.0,0.714,0.286
celtuce,lettuce,2.0,1.0,0.286
celtuce,lettuce,2.0,1.0,0.286
celtuce,lettuce,2.0,1.0,0.286
celtuce,lettuce,2.0,1.0,0.286
celtuce,lettuce,2.0,1.0,0.286
dessert,sweet,2.0,0.714,0.286
peppers,paper,2.0,0.714,0.286
snapper,paper,2.0,0.714,0.286
cockles,couple,2.0,0.857,0.286
sherbet,here>,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
stewing,things,2.0,0.857,0.286
stewing,thing,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
stewing,things,2.0,0.857,0.286
stewing,thing,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
tamales,table,2.0,0.714,0.286
babassu,baby>,2.0,0.714,0.286
peppers,paper,2.0,0.714,0.286
snapper,paper,2.0,0.714,0.286
swanson,want>,2.0,0.714,0.286
raisins,radio,2.0,0.714,0.286
raisins,radio,2.0,0.714,0.286
raisins,radio,2.0,0.714,0.286
flowers,shower,2.0,0.857,0.286
tamales,table,2.0,0.714,0.286
swanson,wanna,2.0,0.714,0.286
swanson,want>,2.0,0.714,0.286
whole potatoes,*mot: potatoes,4.0,1.0,0.286
white potatoes,*mot: potatoes,4.0,1.0,0.286
sweet potatoes,*mot: potatoes,4.0,1.0,0.286
flesh potatoes,(.) potatoes,4.0,0.857,0.286
sweet potatoes,(.) potatoes,4.0,0.857,0.286
peaches,teacher,2.0,1.0,0.286
parsley,parers,2.0,0.857,0.286
tamales,table,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
tamales,table,2.0,0.714,0.286
pickles,spice,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
flowers,floor,2.0,0.714,0.286
flowers,floor,2.0,0.714,0.286
cockles,couple,2.0,0.857,0.286
stewing,thing,2.0,0.714,0.286
stewing,things,2.0,0.857,0.286
thighs chicken,*chi: chicken,4.0,0.929,0.286
stewing,thing,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
glazed chicken,fried chicken,4.0,0.929,0.286
canned chicken,fried chicken,4.0,0.929,0.286
thighs chicken,fried chicken,4.0,0.929,0.286
breast chicken,fried chicken,4.0,0.929,0.286
cooked chicken,fried chicken,4.0,0.929,0.286
ground chicken,fried chicken,4.0,0.929,0.286
stewing,thing,2.0,0.714,0.286
lobster,letters,2.0,1.0,0.286
stewing,thing,2.0,0.714,0.286
stewing,things,2.0,0.857,0.286
lobster,letters,2.0,1.0,0.286
lobster,letters,2.0,1.0,0.286
babassu,babies,2.0,0.857,0.286
babassu,babies,2.0,0.857,0.286
tamales,table,2.0,0.714,0.286
peppers,pampers,2.0,1.0,0.286
snapper,pampers,2.0,1.0,0.286
babassu,baby's,2.0,0.857,0.286
spanish,panties,2.0,1.0,0.286
candies,panties,2.0,1.0,0.286
spanish,panties,2.0,1.0,0.286
candies,panties,2.0,1.0,0.286
spanish,panties,2.0,1.0,0.286
spanish,panties,2.0,1.0,0.286
candies,panties,2.0,1.0,0.286
candies,panties,2.0,1.0,0.286
spanish,panties,2.0,1.0,0.286
candies,panties,2.0,1.0,0.286
spanish,panties,2.0,1.0,0.286
candies,panties,2.0,1.0,0.286
peppers,pamper,2.0,0.857,0.286
snapper,pamper,2.0,0.857,0.286
peppers,pamper,2.0,0.857,0.286
snapper,pamper,2.0,0.857,0.286
spanish,patch,2.0,0.714,0.286
peppers,pamper,2.0,0.857,0.286
snapper,pamper,2.0,0.857,0.286
flowers,floor,2.0,0.714,0.286
whole potatoes,good potatoes,4.0,0.929,0.286
flesh potatoes,good potatoes,4.0,0.929,0.286
sweet potatoes,good potatoes,4.0,0.929,0.286
baked potatoes,good potatoes,4.0,0.929,0.286
candies,ladies,2.0,0.857,0.286
stewing,things,2.0,0.857,0.286
swanson,season,2.0,0.857,0.286
stewing,thing,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
cockles,couple,2.0,0.857,0.286
peaches,teachers,2.0,1.143,0.286
peaches,teachers,2.0,1.143,0.286
stewing,thing,2.0,0.714,0.286
tamales,table,2.0,0.714,0.286
tamales,table,2.0,0.714,0.286
tamales,table,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
stewing,things,2.0,0.857,0.286
stewing,things,2.0,0.857,0.286
cockles,couple,2.0,0.857,0.286
cockles,couple,2.0,0.857,0.286
walnuts,wasn't,2.0,0.857,0.286
swanson,wasn't,2.0,0.857,0.286
stewing,thing,2.0,0.714,0.286
carissa,cabin,2.0,0.714,0.286
raisins,cabin,2.0,0.714,0.286
carissa,cabin,2.0,0.714,0.286
raisins,cabin,2.0,0.714,0.286
carissa,cabin,2.0,0.714,0.286
raisins,cabin,2.0,0.714,0.286
carissa,cabin,2.0,0.714,0.286
raisins,cabin,2.0,0.714,0.286
carissa,cabin,2.0,0.714,0.286
raisins,cabin,2.0,0.714,0.286
carissa,cabin,2.0,0.714,0.286
raisins,cabin,2.0,0.714,0.286
carissa,cabin,2.0,0.714,0.286
raisins,cabin,2.0,0.714,0.286
carissa,cabin,2.0,0.714,0.286
raisins,cabin,2.0,0.714,0.286
carissa,cabin,2.0,0.714,0.286
raisins,cabin,2.0,0.714,0.286
denny's,penny,2.0,0.714,0.286
flowers,floor,2.0,0.714,0.286
denny's,penny,2.0,0.714,0.286
denny's,penny,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
tamales,table,2.0,0.714,0.286
tamales,table,2.0,0.714,0.286
tamales,table,2.0,0.714,0.286
peaches,teacher,2.0,1.0,0.286
peaches,teacher,2.0,1.0,0.286
peaches,teacher,2.0,1.0,0.286
lobster,letter,2.0,0.857,0.286
peaches,teacher,2.0,1.0,0.286
peaches,teacher,2.0,1.0,0.286
peaches,teachers,2.0,1.143,0.286
lobster,letter,2.0,0.857,0.286
peaches,teacher,2.0,1.0,0.286
stewing,thing,2.0,0.714,0.286
carrots,arrow,2.0,0.714,0.286
stewing,things,2.0,0.857,0.286
dessert,sweets,2.0,0.857,0.286
dessert,sweets,2.0,0.857,0.286
egg fast foods,it's cat food,4.0,0.929,0.286
potherb,mother,2.0,0.857,0.286
carcass,circus,2.0,0.857,0.286
carcass,circus,2.0,0.857,0.286
stewing,thing,2.0,0.714,0.286
stewing,things,2.0,0.857,0.286
stewing,thing,2.0,0.714,0.286
carcass,circus,2.0,0.857,0.286
white potatoes,*chi: potatoes,4.0,1.0,0.286
plain potatoes,*chi: potatoes,4.0,1.0,0.286
plain croutons,*bri: croutons,4.0,1.0,0.286
plain croutons,*fat: croutons,4.0,1.0,0.286
croaker,crackers,2.0,1.143,0.286
soup) crackers,fire crackers,4.0,0.929,0.286
snack crackers,fire crackers,4.0,0.929,0.286
peppers,paper,2.0,0.714,0.286
snapper,paper,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
croaker,crackers,2.0,1.143,0.286
soup) crackers,fire crackers,4.0,0.929,0.286
snack crackers,fire crackers,4.0,0.929,0.286
peaches,place,2.0,0.714,0.286
dessert,beers>,2.0,0.857,0.286
dessert,beers,2.0,0.714,0.286
dessert,beers,2.0,0.714,0.286
peaches,place,2.0,0.714,0.286
cookies,cooking,2.0,1.0,0.286
cookies,cooking,2.0,1.0,0.286
peppers,supper,2.0,0.857,0.286
snapper,supper,2.0,0.857,0.286
salsify,alley,2.0,0.714,0.286
parsley,alley,2.0,0.714,0.286
denny's,bunny's,2.0,1.0,0.286
peppers,supper,2.0,0.857,0.286
snapper,supper,2.0,0.857,0.286
peppers,supper,2.0,0.857,0.286
snapper,supper,2.0,0.857,0.286
stewing,things,2.0,0.857,0.286
cone ice cream,*mot: ice cream,4.0,1.071,0.286
cone ice cream,*chi: ice cream,4.0,1.071,0.286
yellow cereals,yellow green,4.0,0.857,0.286
cone ice cream,(.) ice cream,4.0,0.929,0.286
cone ice cream,*mot: ice cream,4.0,1.071,0.286
potherb,others,2.0,0.857,0.286
quinces,juice,2.0,0.714,0.286
stewing,things,2.0,0.857,0.286
sherbet,here>,2.0,0.714,0.286
tamales,table,2.0,0.714,0.286
sheanut,heart,2.0,0.714,0.286
dessert,heart,2.0,0.714,0.286
sheanut,heart,2.0,0.714,0.286
dessert,heart,2.0,0.714,0.286
sheanut,heart,2.0,0.714,0.286
dessert,heart,2.0,0.714,0.286
tamales,table,2.0,0.714,0.286
tamales,tables,2.0,0.857,0.286
quinces,juice,2.0,0.714,0.286
quinces,juice,2.0,0.714,0.286
praline,praise,2.0,0.857,0.286
quinces,juice,2.0,0.714,0.286
peppers,supper,2.0,0.857,0.286
snapper,supper,2.0,0.857,0.286
sausage,sauce,2.0,0.714,0.286
quinces,juice,2.0,0.714,0.286
quinces,juice,2.0,0.714,0.286
quinces,juice,2.0,0.714,0.286
quinces,juice,2.0,0.714,0.286
sausage,sauce,2.0,0.714,0.286
cockles,couple,2.0,0.857,0.286
stewing,thing,2.0,0.714,0.286
raisins,raining,2.0,1.0,0.286
raisins,raining,2.0,1.0,0.286
raisins,raining,2.0,1.0,0.286
potherb,mother,2.0,0.857,0.286
ice cream cone,ice cream> [>],4.0,1.0,0.286
candies,candy>,2.0,0.857,0.286
wendy's,candy>,2.0,0.857,0.286
ice cream cone,ice cream (.),4.0,0.929,0.286
potherb,mother,2.0,0.857,0.286
potherb,mother,2.0,0.857,0.286
peppers,supper,2.0,0.857,0.286
snapper,supper,2.0,0.857,0.286
babassu,baby's,2.0,0.857,0.286
babassu,baby's,2.0,0.857,0.286
peaches,place,2.0,0.714,0.286
lobster,monster,2.0,1.0,0.286
peppers,supper,2.0,0.857,0.286
snapper,supper,2.0,0.857,0.286
snapper,pepper,2.0,0.857,0.286
peaches,teacher,2.0,1.0,0.286
noodles,goodness,2.0,1.143,0.286
peppers,paper,2.0,0.714,0.286
snapper,paper,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
maitake,mistake,2.0,1.0,0.286
babassu,baby's,2.0,0.857,0.286
cockles,cookie,2.0,0.857,0.286
cockles,cookie,2.0,0.857,0.286
cockles,cookie,2.0,0.857,0.286
stewing,thing,2.0,0.714,0.286
spinach,pinata,2.0,0.857,0.286
spinach,pinata,2.0,0.857,0.286
peppers,papers,2.0,0.857,0.286
snapper,papers,2.0,0.857,0.286
walnuts,wasn't,2.0,0.857,0.286
swanson,wasn't,2.0,0.857,0.286
stewing,things,2.0,0.857,0.286
flowers,floor,2.0,0.714,0.286
parsley,par:ty,2.0,0.857,0.286
peaches,teacher,2.0,1.0,0.286
peaches,teacher,2.0,1.0,0.286
stewing,thing,2.0,0.714,0.286
stewing,thing,2.0,0.714,0.286
peppers,papers,2.0,0.857,0.286
snapper,papers,2.0,0.857,0.286
cookies,goodie,2.0,0.857,0.286
noodles,goodie,2.0,0.857,0.286
stewing,things,2.0,0.857,0.286
peaches,teacher,2.0,1.0,0.286
peaches,teacher,2.0,1.0,0.286
parsley,party,2.0,0.714,0.286
peanuts,pean(ut),2.0,1.143,0.286
peppers,paper,2.0,0.714,0.286
snapper,paper,2.0,0.714,0.286
peppers,paper,2.0,0.714,0.286
snapper,paper,2.0,0.714,0.286
peppers,paper,2.0,0.714,0.286
snapper,paper,2.0,0.714,0.286
lentils,dentist,2.0,1.0,0.286
baked desserts,want dessert,4.0,0.857,0.286
stewing,thing,2.0,0.714,0.286
croaker,crackers,2.0,1.143,0.286
croaker,crackers,2.0,1.143,0.286
croaker,crackers,2.0,1.143,0.286
peppers,supper,2.0,0.857,0.286
snapper,supper,2.0,0.857,0.286
croaker,crackers,2.0,1.143,0.286
carissa,car's,2.0,0.714,0.286
carcass,car's,2.0,0.714,0.286
peppers,supper,2.0,0.857,0.286
snapper,supper,2.0,0.857,0.286
peppers,supper,2.0,0.857,0.286
snapper,supper,2.0,0.857,0.286
peppers,supper,2.0,0.857,0.286
snapper,supper,2.0,0.857,0.286
swanson,bacon,2.0,0.714,0.286
papayas,papa's,2.0,0.857,0.286
chocolate cookies,chocolate <gives,5.0,0.941,0.294
chocolate soymilk,chocolate <gives,5.0,0.941,0.294
chocolate candies,chocolate <gives,5.0,0.941,0.294
chocolate cookies,chocolate cake,5.0,0.824,0.294
chocolate cereals,chocolate cake,5.0,0.824,0.294
chocolate cookies,chocolate cake,5.0,0.824,0.294
chocolate cereals,chocolate cake,5.0,0.824,0.294
chocolate cookies,chocolate cake,5.0,0.824,0.294
chocolate cereals,chocolate cake,5.0,0.824,0.294
saltines crackers,firecrackers,5.0,0.706,0.294
saltines crackers,firecrackers,5.0,0.706,0.294
saltines crackers,firecrackers,5.0,0.706,0.294
pan-fried chicken,fried chicken,5.0,0.765,0.294
shrimp fast foods,it's cat food,5.0,0.765,0.294
seasoned croutons,*mot: croutons,5.0,0.824,0.294
saltines crackers,firecrackers,5.0,0.706,0.294
saltines crackers,firecrackers,5.0,0.706,0.294
saltines crackers,fire crackers>,5.0,0.824,0.294
seasoned crackers,fire crackers,5.0,0.765,0.294
seasoned crackers,fire crackers,5.0,0.765,0.294
saltines crackers,fire crackers>,5.0,0.824,0.294
saltines crackers,firecrackers,5.0,0.706,0.294
saltines crackers,firecrackers,5.0,0.706,0.294
seasoned crackers,<saltine crackers,5.0,1.0,0.294
